percent_hrmax,rpe,age,max_hr,hr,percent_ftp,weight,female,watts,activity
0.573,0.0,28.0,188.4,108.0,,,,,
0.7509999999999999,4.08,29.0,187.7,141.0,,,,,
0.972,9.2,31.0,186.3,181.0,,,,,
0.616,2.06,28.0,188.4,116.0,,,,,
0.638,2.39,35.0,183.5,117.0,,,,,
0.985,9.78,26.0,189.8,187.0,,,,,
0.741,3.91,35.0,183.5,136.0,,,,,
0.9009999999999999,7.11,34.0,184.2,166.0,,,,,
0.6890000000000001,3.14,36.0,182.8,126.0,,,,,
0.53,0.0,22.0,192.6,102.0,,,,,
0.7140000000000001,3.51,23.0,191.9,137.0,,,,,
0.8079999999999999,5.23,25.0,190.5,154.0,,,,,
0.76,4.26,32.0,185.6,141.0,,,,,
0.6579999999999999,2.68,28.0,188.4,124.0,,,,,
0.914,7.37,36.0,182.8,167.0,,,,,
0.763,4.32,20.0,194.0,148.0,,,,,
0.95,8.22,34.0,184.2,175.0,,,,,
0.6920000000000001,3.19,37.0,182.1,126.0,,,,,
0.693,3.2,27.0,189.1,131.0,,,,,
0.878,6.65,27.0,189.1,166.0,,,,,
0.7190000000000001,3.59,29.0,187.7,135.0,,,,,
0.505,0.0,37.0,182.1,92.0,,,,,
0.498,0.0,36.0,182.8,91.0,,,,,
0.9229999999999999,7.56,34.0,184.2,170.0,,,,,
0.74,3.9,27.0,189.1,140.0,,,,,
0.941,7.92,36.0,182.8,172.0,,,,,
0.902,7.13,23.0,191.9,173.0,,,,,
0.845,5.98,25.0,190.5,161.0,,,,,
0.5479999999999999,0.0,21.0,193.3,106.0,,,,,
0.986,9.82,32.0,185.6,183.0,,,,,
0.7559999999999999,4.18,23.0,191.9,145.0,,,,,
0.935,7.8,39.0,180.7,169.0,,,,,
0.86,6.28,23.0,191.9,165.0,,,,,
0.91,7.29,38.0,181.4,165.0,,,,,
0.8590000000000001,6.26,21.0,193.3,166.0,,,,,
0.6579999999999999,2.68,30.0,187.0,123.0,,,,,
0.6920000000000001,3.19,33.0,184.9,128.0,,,,,
0.93,7.7,39.0,180.7,168.0,,,,,
0.525,0.0,33.0,184.9,97.0,,,,,
0.812,5.31,21.0,193.3,157.0,,,,,
0.684,3.07,30.0,187.0,128.0,,,,,
0.573,0.0,38.0,181.4,104.0,,,,,
0.946,8.04,39.0,180.7,171.0,,,,,
0.9179999999999999,7.45,31.0,186.3,171.0,,,,,
0.753,4.12,22.0,192.6,145.0,,,,,
0.535,0.0,30.0,187.0,100.0,,,,,
0.882,6.73,38.0,181.4,160.0,,,,,
0.8079999999999999,5.23,32.0,185.6,150.0,,,,,
0.6,0.0,33.0,184.9,111.0,,,,,
0.6459999999999999,2.5,34.0,184.2,119.0,,,,,
0.722,3.63,30.0,187.0,135.0,,,,,
0.755,4.16,21.0,193.3,146.0,,,,,
0.639,2.4,20.0,194.0,124.0,,,,,
0.8029999999999999,5.13,32.0,185.6,149.0,,,,,
0.75,4.06,21.0,193.3,145.0,,,,,
0.897,7.03,36.0,182.8,164.0,,,,,
0.799,5.05,20.0,194.0,155.0,,,,,
0.866,6.4,25.0,190.5,165.0,,,,,
0.544,0.0,32.0,185.6,101.0,,,,,
0.925,7.6,33.0,184.9,171.0,,,,,
0.912,7.33,37.0,182.1,166.0,,,,,
0.826,5.6,29.0,187.7,155.0,,,,,
0.69,3.16,30.0,187.0,129.0,,,,,
0.769,4.44,24.0,191.2,147.0,,,,,
0.836,5.8,34.0,184.2,154.0,,,,,
0.6890000000000001,3.14,38.0,181.4,125.0,,,,,
0.535,0.0,33.0,184.9,99.0,,,,,
0.966,8.93,25.0,190.5,184.0,,,,,
0.9,7.09,32.0,185.6,167.0,,,,,
0.985,9.78,23.0,191.9,189.0,,,,,
0.948,8.13,38.0,181.4,172.0,,,,,
0.804,5.15,36.0,182.8,147.0,,,,,
0.649,2.55,31.0,186.3,121.0,,,,,
0.7490000000000001,4.04,34.0,184.2,138.0,,,,,
0.9109999999999999,7.31,26.0,189.8,173.0,,,,,
0.555,0.0,27.0,189.1,105.0,,,,,
0.647,2.52,39.0,180.7,117.0,,,,,
0.7170000000000001,3.56,34.0,184.2,132.0,,,,,
0.706,3.39,24.0,191.2,135.0,,,,,
0.6709999999999999,2.87,31.0,186.3,125.0,,,,,
0.8440000000000001,5.96,33.0,184.9,156.0,,,,,
0.779,4.65,35.0,183.5,143.0,,,,,
0.948,8.13,23.0,191.9,182.0,,,,,
0.59,0.0,33.0,184.9,109.0,,,,,
0.617,2.07,24.0,191.2,118.0,,,,,
0.929,7.68,28.0,188.4,175.0,,,,,
0.758,4.22,24.0,191.2,145.0,,,,,
0.733,3.79,32.0,185.6,136.0,,,,,
0.597,0.0,22.0,192.6,115.0,,,,,
0.899,7.07,38.0,181.4,163.0,,,,,
0.512,0.0,35.0,183.5,94.0,,,,,
0.9840000000000001,9.73,33.0,184.9,182.0,,,,,
0.669,2.84,26.0,189.8,127.0,,,,,
0.9790000000000001,9.51,36.0,182.8,179.0,,,,,
0.6409999999999999,2.43,21.0,193.3,124.0,,,,,
0.579,0.0,38.0,181.4,105.0,,,,,
0.606,0.0,33.0,184.9,112.0,,,,,
0.851,6.1,32.0,185.6,158.0,,,,,
0.9229999999999999,7.56,20.0,194.0,179.0,,,,,
0.698,3.27,27.0,189.1,132.0,,,,,
0.9279999999999999,7.66,34.0,184.2,171.0,,,,,
0.73,3.75,23.0,191.9,140.0,,,,,
0.542,0.0,39.0,180.7,98.0,,,,,
0.561,0.0,30.0,187.0,105.0,,,,,
0.737,3.85,20.0,194.0,143.0,,,,,
0.594,0.0,28.0,188.4,112.0,,,,,
0.7659999999999999,4.38,36.0,182.8,140.0,,,,,
0.7440000000000001,3.96,38.0,181.4,135.0,,,,,
0.89,6.89,26.0,189.8,169.0,,,,,
0.7659999999999999,4.38,23.0,191.9,147.0,,,,,
0.898,7.05,22.0,192.6,173.0,,,,,
0.654,2.62,24.0,191.2,125.0,,,,,
0.763,4.32,33.0,184.9,141.0,,,,,
0.861,6.3,20.0,194.0,167.0,,,,,
0.711,3.47,34.0,184.2,131.0,,,,,
0.898,7.05,33.0,184.9,166.0,,,,,
0.775,4.57,39.0,180.7,140.0,,,,,
0.7509999999999999,4.08,29.0,187.7,141.0,,,,,
0.745,3.97,23.0,191.9,143.0,,,,,
0.8909999999999999,6.91,23.0,191.9,171.0,,,,,
0.887,6.83,25.0,190.5,169.0,,,,,
0.5770000000000001,0.0,25.0,190.5,110.0,,,,,
0.946,8.04,33.0,184.9,175.0,,,,,
0.742,3.93,20.0,194.0,144.0,,,,,
0.927,7.64,32.0,185.6,172.0,,,,,
0.73,3.75,39.0,180.7,132.0,,,,,
0.6729999999999999,2.9,32.0,185.6,125.0,,,,,
0.794,4.95,29.0,187.7,149.0,,,,,
0.626,2.21,37.0,182.1,114.0,,,,,
0.711,3.47,20.0,194.0,138.0,,,,,
0.674,2.92,30.0,187.0,126.0,,,,,
0.631,2.28,21.0,193.3,122.0,,,,,
0.546,0.0,33.0,184.9,101.0,,,,,
0.695,3.23,32.0,185.6,129.0,,,,,
0.74,3.9,21.0,193.3,143.0,,,,,
0.97,9.11,38.0,181.4,176.0,,,,,
0.504,0.0,28.0,188.4,95.0,,,,,
0.752,4.1,35.0,183.5,138.0,,,,,
0.961,8.71,34.0,184.2,177.0,,,,,
0.654,2.62,35.0,183.5,120.0,,,,,
0.675,2.93,39.0,180.7,122.0,,,,,
0.526,0.0,39.0,180.7,95.0,,,,,
0.5820000000000001,0.0,37.0,182.1,106.0,,,,,
0.735,3.82,23.0,191.9,141.0,,,,,
0.934,7.78,31.0,186.3,174.0,,,,,
0.769,4.44,24.0,191.2,147.0,,,,,
0.6629999999999999,2.76,32.0,185.6,123.0,,,,,
0.7190000000000001,3.59,33.0,184.9,133.0,,,,,
0.943,7.96,35.0,183.5,173.0,,,,,
0.5710000000000001,0.0,37.0,182.1,104.0,,,,,
0.966,8.93,31.0,186.3,180.0,,,,,
0.987,9.87,22.0,192.6,190.0,,,,,
0.93,7.7,39.0,180.7,168.0,,,,,
0.82,5.47,27.0,189.1,155.0,,,,,
0.7859999999999999,4.79,39.0,180.7,142.0,,,,,
0.7929999999999999,4.93,25.0,190.5,151.0,,,,,
0.894,6.97,24.0,191.2,171.0,,,,,
0.631,2.28,30.0,187.0,118.0,,,,,
0.85,6.08,25.0,190.5,162.0,,,,,
0.9390000000000001,7.88,34.0,184.2,173.0,,,,,
0.708,3.42,35.0,183.5,130.0,,,,,
0.518,0.0,24.0,191.2,99.0,,,,,
0.847,6.02,29.0,187.7,159.0,,,,,
0.973,9.24,33.0,184.9,180.0,,,,,
0.976,9.38,38.0,181.4,177.0,,,,,
0.86,6.28,28.0,188.4,162.0,,,,,
0.5710000000000001,0.0,32.0,185.6,106.0,,,,,
0.51,0.0,34.0,184.2,94.0,,,,,
0.617,2.07,31.0,186.3,115.0,,,,,
0.675,2.93,39.0,180.7,122.0,,,,,
0.937,7.84,35.0,183.5,172.0,,,,,
0.8809999999999999,6.71,28.0,188.4,166.0,,,,,
0.617,2.07,38.0,181.4,112.0,,,,,
0.742,3.93,20.0,194.0,144.0,,,,,
0.6509999999999999,2.58,23.0,191.9,125.0,,,,,
0.7509999999999999,4.08,25.0,190.5,143.0,,,,,
0.763,4.32,35.0,183.5,140.0,,,,,
0.875,6.59,36.0,182.8,160.0,,,,,
0.805,5.17,31.0,186.3,150.0,,,,,
0.627,2.22,26.0,189.8,119.0,,,,,
0.943,7.96,38.0,181.4,171.0,,,,,
0.968,9.02,33.0,184.9,179.0,,,,,
0.948,8.13,32.0,185.6,176.0,,,,,
0.552,0.0,23.0,191.9,106.0,,,,,
0.963,8.8,36.0,182.8,176.0,,,,,
0.9540000000000001,8.4,38.0,181.4,173.0,,,,,
0.506,0.0,29.0,187.7,95.0,,,,,
0.645,2.49,27.0,189.1,122.0,,,,,
0.9590000000000001,8.62,29.0,187.7,180.0,,,,,
0.499,0.0,25.0,190.5,95.0,,,,,
0.818,5.43,37.0,182.1,149.0,,,,,
0.624,2.18,36.0,182.8,114.0,,,,,
0.541,0.0,20.0,194.0,105.0,,,,,
0.6920000000000001,3.19,33.0,184.9,128.0,,,,,
0.675,2.93,20.0,194.0,131.0,,,,,
0.535,0.0,33.0,184.9,99.0,,,,,
0.647,2.52,32.0,185.6,120.0,,,,,
0.518,0.0,38.0,181.4,94.0,,,,,
0.662,2.74,34.0,184.2,122.0,,,,,
0.879,6.67,34.0,184.2,162.0,,,,,
0.868,6.44,24.0,191.2,166.0,,,,,
0.9520000000000001,8.31,36.0,182.8,174.0,,,,,
0.703,3.35,39.0,180.7,127.0,,,,,
0.7929999999999999,4.93,36.0,182.8,145.0,,,,,
0.789,4.85,31.0,186.3,147.0,,,,,
0.725,3.67,29.0,187.7,136.0,,,,,
0.607,0.0,24.0,191.2,116.0,,,,,
0.8420000000000001,5.92,36.0,182.8,154.0,,,,,
0.501,0.0,32.0,185.6,93.0,,,,,
0.623,2.16,38.0,181.4,113.0,,,,,
0.561,0.0,27.0,189.1,106.0,,,,,
0.546,0.0,25.0,190.5,104.0,,,,,
0.557,0.0,38.0,181.4,101.0,,,,,
0.95,8.22,25.0,190.5,181.0,,,,,
0.769,4.44,24.0,191.2,147.0,,,,,
0.79,4.87,35.0,183.5,145.0,,,,,
0.8590000000000001,6.26,26.0,189.8,163.0,,,,,
0.852,6.12,39.0,180.7,154.0,,,,,
0.6,0.0,33.0,184.9,111.0,,,,,
0.703,3.35,23.0,191.9,135.0,,,,,
0.914,7.37,33.0,184.9,169.0,,,,,
0.743,3.94,30.0,187.0,139.0,,,,,
0.569,0.0,31.0,186.3,106.0,,,,,
0.8109999999999999,5.29,33.0,184.9,150.0,,,,,
0.659,2.7,35.0,183.5,121.0,,,,,
0.61,0.0,35.0,183.5,112.0,,,,,
0.892,6.93,33.0,184.9,165.0,,,,,
0.943,7.96,26.0,189.8,179.0,,,,,
0.828,5.64,21.0,193.3,160.0,,,,,
0.955,8.44,31.0,186.3,178.0,,,,,
0.725,3.67,37.0,182.1,132.0,,,,,
0.807,5.21,21.0,193.3,156.0,,,,,
0.5670000000000001,0.0,20.0,194.0,110.0,,,,,
0.8740000000000001,6.57,39.0,180.7,158.0,,,,,
0.5710000000000001,0.0,27.0,189.1,108.0,,,,,
0.93,7.7,33.0,184.9,172.0,,,,,
0.9620000000000001,8.76,21.0,193.3,186.0,,,,,
0.889,6.87,32.0,185.6,165.0,,,,,
0.5820000000000001,0.0,27.0,189.1,110.0,,,,,
0.846,6.0,27.0,189.1,160.0,,,,,
0.604,0.0,23.0,191.9,116.0,,,,,
0.645,2.49,38.0,181.4,117.0,,,,,
0.722,3.63,36.0,182.8,132.0,,,,,
0.789,4.85,22.0,192.6,152.0,,,,,
0.498,0.0,39.0,180.7,90.0,,,,,
0.95,8.22,37.0,182.1,173.0,,,,,
0.802,5.11,37.0,182.1,146.0,,,,,
0.616,2.06,28.0,188.4,116.0,,,,,
0.5539999999999999,0.0,34.0,184.2,102.0,,,,,
0.867,6.42,22.0,192.6,167.0,,,,,
0.963,8.8,33.0,184.9,178.0,,,,,
0.741,3.91,31.0,186.3,138.0,,,,,
0.7190000000000001,3.59,31.0,186.3,134.0,,,,,
0.917,7.43,37.0,182.1,167.0,,,,,
0.585,0.0,26.0,189.8,111.0,,,,,
0.735,3.82,27.0,189.1,139.0,,,,,
0.636,2.36,30.0,187.0,119.0,,,,,
0.8029999999999999,5.13,25.0,190.5,153.0,,,,,
0.8420000000000001,5.92,29.0,187.7,158.0,,,,,
0.784,4.75,33.0,184.9,145.0,,,,,
0.727,3.7,26.0,189.8,138.0,,,,,
0.5479999999999999,0.0,31.0,186.3,102.0,,,,,
0.868,6.44,29.0,187.7,163.0,,,,,
0.7170000000000001,3.56,38.0,181.4,130.0,,,,,
0.833,5.74,21.0,193.3,161.0,,,,,
0.504,0.0,25.0,190.5,96.0,,,,,
0.914,7.37,30.0,187.0,171.0,,,,,
0.8759999999999999,6.61,28.0,188.4,165.0,,,,,
0.746,3.99,33.0,184.9,138.0,,,,,
0.8590000000000001,6.26,21.0,193.3,166.0,,,,,
0.5329999999999999,0.0,21.0,193.3,103.0,,,,,
0.6859999999999999,3.1,20.0,194.0,133.0,,,,,
0.555,0.0,37.0,182.1,101.0,,,,,
0.792,4.91,21.0,193.3,153.0,,,,,
0.501,0.0,26.0,189.8,95.0,,,,,
0.9259999999999999,7.62,35.0,183.5,170.0,,,,,
0.639,2.4,20.0,194.0,124.0,,,,,
0.925,7.6,33.0,184.9,171.0,,,,,
0.9390000000000001,7.88,31.0,186.3,175.0,,,,,
0.5479999999999999,0.0,31.0,186.3,102.0,,,,,
0.725,3.67,31.0,186.3,135.0,,,,,
0.679,2.99,30.0,187.0,127.0,,,,,
0.873,6.55,37.0,182.1,159.0,,,,,
0.9079999999999999,7.25,36.0,182.8,166.0,,,,,
0.826,5.6,24.0,191.2,158.0,,,,,
0.6970000000000001,3.26,39.0,180.7,126.0,,,,,
0.81,5.27,36.0,182.8,148.0,,,,,
0.541,0.0,20.0,194.0,105.0,,,,,
0.8740000000000001,6.57,21.0,193.3,169.0,,,,,
0.905,7.19,32.0,185.6,168.0,,,,,
0.774,4.55,37.0,182.1,141.0,,,,,
0.706,3.39,34.0,184.2,130.0,,,,,
0.991,10.0,32.0,185.6,184.0,,,,,
0.738,3.87,30.0,187.0,138.0,,,,,
0.6970000000000001,3.26,37.0,182.1,127.0,,,,,
0.654,2.62,33.0,184.9,121.0,,,,,
0.603,0.0,20.0,194.0,117.0,,,,,
0.701,3.32,30.0,187.0,131.0,,,,,
0.6759999999999999,2.95,35.0,183.5,124.0,,,,,
0.7170000000000001,3.56,28.0,188.4,135.0,,,,,
0.6509999999999999,2.58,34.0,184.2,120.0,,,,,
0.8290000000000001,5.66,25.0,190.5,158.0,,,,,
0.9390000000000001,7.88,28.0,188.4,177.0,,,,,
0.624,2.18,34.0,184.2,115.0,,,,,
0.7759999999999999,4.59,34.0,184.2,143.0,,,,,
0.514,0.0,25.0,190.5,98.0,,,,,
0.545,0.0,22.0,192.6,105.0,,,,,
0.6890000000000001,3.14,36.0,182.8,126.0,,,,,
0.698,3.27,33.0,184.9,129.0,,,,,
0.89,6.89,37.0,182.1,162.0,,,,,
0.735,3.82,27.0,189.1,139.0,,,,,
0.983,9.69,24.0,191.2,188.0,,,,,
0.7929999999999999,4.93,27.0,189.1,150.0,,,,,
0.807,5.21,37.0,182.1,147.0,,,,,
0.727,3.7,22.0,192.6,140.0,,,,,
0.84,5.88,25.0,190.5,160.0,,,,,
0.511,0.0,37.0,182.1,93.0,,,,,
0.838,5.84,21.0,193.3,162.0,,,,,
0.9570000000000001,8.53,30.0,187.0,179.0,,,,,
0.637,2.37,28.0,188.4,120.0,,,,,
0.85,6.08,30.0,187.0,159.0,,,,,
0.8490000000000001,6.06,23.0,191.9,163.0,,,,,
0.601,0.0,24.0,191.2,115.0,,,,,
0.7170000000000001,3.56,30.0,187.0,134.0,,,,,
0.691,3.17,22.0,192.6,133.0,,,,,
0.841,5.9,34.0,184.2,155.0,,,,,
0.642,2.44,30.0,187.0,120.0,,,,,
0.706,3.39,32.0,185.6,131.0,,,,,
0.828,5.64,28.0,188.4,156.0,,,,,
0.945,8.0,22.0,192.6,182.0,,,,,
0.877,6.63,25.0,190.5,167.0,,,,,
0.9540000000000001,8.4,32.0,185.6,177.0,,,,,
0.914,7.37,22.0,192.6,176.0,,,,,
0.973,9.24,33.0,184.9,180.0,,,,,
0.741,3.91,29.0,187.7,139.0,,,,,
0.562,0.0,33.0,184.9,104.0,,,,,
0.6809999999999999,3.02,35.0,183.5,125.0,,,,,
0.603,0.0,32.0,185.6,112.0,,,,,
0.9520000000000001,8.31,33.0,184.9,176.0,,,,,
0.546,0.0,33.0,184.9,101.0,,,,,
0.501,0.0,29.0,187.7,94.0,,,,,
0.866,6.4,25.0,190.5,165.0,,,,,
0.708,3.42,39.0,180.7,128.0,,,,,
0.5770000000000001,0.0,25.0,190.5,110.0,,,,,
0.965,8.89,35.0,183.5,177.0,,,,,
0.865,6.38,38.0,181.4,157.0,,,,,
0.851,6.1,37.0,182.1,155.0,,,,,
0.9129999999999999,7.35,39.0,180.7,165.0,,,,,
0.8,5.07,31.0,186.3,149.0,,,,,
0.514,0.0,36.0,182.8,94.0,,,,,
0.774,4.55,22.0,192.6,149.0,,,,,
0.725,3.67,29.0,187.7,136.0,,,,,
0.665,2.79,35.0,183.5,122.0,,,,,
0.9640000000000001,8.84,29.0,187.7,181.0,,,,,
0.5579999999999999,0.0,36.0,182.8,102.0,,,,,
0.97,9.11,32.0,185.6,180.0,,,,,
0.544,0.0,24.0,191.2,104.0,,,,,
0.946,8.04,33.0,184.9,175.0,,,,,
0.9279999999999999,7.66,37.0,182.1,169.0,,,,,
0.9,7.09,24.0,191.2,172.0,,,,,
0.75,4.06,21.0,193.3,145.0,,,,,
0.903,7.15,25.0,190.5,172.0,,,,,
0.841,5.9,27.0,189.1,159.0,,,,,
0.945,8.0,28.0,188.4,178.0,,,,,
0.9229999999999999,7.56,37.0,182.1,168.0,,,,,
0.615,2.04,30.0,187.0,115.0,,,,,
0.846,6.0,37.0,182.1,154.0,,,,,
0.7959999999999999,4.99,37.0,182.1,145.0,,,,,
0.785,4.77,26.0,189.8,149.0,,,,,
0.912,7.33,37.0,182.1,166.0,,,,,
0.831,5.7,22.0,192.6,160.0,,,,,
0.644,2.47,22.0,192.6,124.0,,,,,
0.816,5.39,38.0,181.4,148.0,,,,,
0.932,7.74,32.0,185.6,173.0,,,,,
0.597,0.0,22.0,192.6,115.0,,,,,
0.73,3.75,37.0,182.1,133.0,,,,,
0.858,6.24,24.0,191.2,164.0,,,,,
0.595,0.0,33.0,184.9,110.0,,,,,
0.804,5.15,20.0,194.0,156.0,,,,,
0.516,0.0,37.0,182.1,94.0,,,,,
0.903,7.15,25.0,190.5,172.0,,,,,
0.9329999999999999,7.76,26.0,189.8,177.0,,,,,
0.914,7.37,22.0,192.6,176.0,,,,,
0.9009999999999999,7.11,34.0,184.2,166.0,,,,,
0.738,3.87,26.0,189.8,140.0,,,,,
0.5670000000000001,0.0,20.0,194.0,110.0,,,,,
0.88,6.69,31.0,186.3,164.0,,,,,
0.9590000000000001,8.62,20.0,194.0,186.0,,,,,
0.667,2.81,38.0,181.4,121.0,,,,,
0.614,2.03,39.0,180.7,111.0,,,,,
0.764,4.34,24.0,191.2,146.0,,,,,
0.8440000000000001,5.96,33.0,184.9,156.0,,,,,
0.732,3.78,24.0,191.2,140.0,,,,,
0.991,10.0,29.0,187.7,186.0,,,,,
0.513,0.0,24.0,191.2,98.0,,,,,
0.83,5.68,39.0,180.7,150.0,,,,,
0.706,3.39,32.0,185.6,131.0,,,,,
0.564,0.0,31.0,186.3,105.0,,,,,
0.8690000000000001,6.46,34.0,184.2,160.0,,,,,
0.8009999999999999,5.09,28.0,188.4,151.0,,,,,
0.6509999999999999,2.58,36.0,182.8,119.0,,,,,
0.968,9.02,24.0,191.2,185.0,,,,,
0.5329999999999999,0.0,37.0,182.1,97.0,,,,,
0.784,4.75,22.0,192.6,151.0,,,,,
0.877,6.63,22.0,192.6,169.0,,,,,
0.8170000000000001,5.41,35.0,183.5,150.0,,,,,
0.569,0.0,21.0,193.3,110.0,,,,,
0.8340000000000001,5.76,30.0,187.0,156.0,,,,,
0.622,2.15,26.0,189.8,118.0,,,,,
0.579,0.0,28.0,188.4,109.0,,,,,
0.92,7.49,27.0,189.1,174.0,,,,,
0.594,0.0,30.0,187.0,111.0,,,,,
0.5539999999999999,0.0,34.0,184.2,102.0,,,,,
0.74,3.9,25.0,190.5,141.0,,,,,
0.616,2.06,21.0,193.3,119.0,,,,,
0.983,9.69,34.0,184.2,181.0,,,,,
0.851,6.1,32.0,185.6,158.0,,,,,
0.863,6.34,34.0,184.2,159.0,,,,,
0.737,3.85,24.0,191.2,141.0,,,,,
0.7090000000000001,3.44,21.0,193.3,137.0,,,,,
0.591,0.0,36.0,182.8,108.0,,,,,
0.9079999999999999,7.25,28.0,188.4,171.0,,,,,
0.5329999999999999,0.0,21.0,193.3,103.0,,,,,
0.784,4.75,33.0,184.9,145.0,,,,,
0.591,0.0,29.0,187.7,111.0,,,,,
0.9009999999999999,7.11,37.0,182.1,164.0,,,,,
0.971,9.16,28.0,188.4,183.0,,,,,
0.6709999999999999,2.87,29.0,187.7,126.0,,,,,
0.593,0.0,37.0,182.1,108.0,,,,,
0.8490000000000001,6.06,38.0,181.4,154.0,,,,,
0.544,0.0,37.0,182.1,99.0,,,,,
0.805,5.17,31.0,186.3,150.0,,,,,
0.736,3.84,39.0,180.7,133.0,,,,,
0.541,0.0,20.0,194.0,105.0,,,,,
0.8079999999999999,5.23,39.0,180.7,146.0,,,,,
0.573,0.0,23.0,191.9,110.0,,,,,
0.698,3.27,29.0,187.7,131.0,,,,,
0.845,5.98,35.0,183.5,155.0,,,,,
0.968,9.02,30.0,187.0,181.0,,,,,
0.825,5.58,20.0,194.0,160.0,,,,,
0.7859999999999999,4.79,21.0,193.3,152.0,,,,,
0.963,8.8,36.0,182.8,176.0,,,,,
0.799,5.05,27.0,189.1,151.0,,,,,
0.565,0.0,24.0,191.2,108.0,,,,,
0.662,2.74,38.0,181.4,120.0,,,,,
0.961,8.71,22.0,192.6,185.0,,,,,
0.512,0.0,32.0,185.6,95.0,,,,,
0.7559999999999999,4.18,25.0,190.5,144.0,,,,,
0.544,0.0,37.0,182.1,99.0,,,,,
0.505,0.0,23.0,191.9,97.0,,,,,
0.732,3.78,26.0,189.8,139.0,,,,,
0.9129999999999999,7.35,39.0,180.7,165.0,,,,,
0.619,2.1,34.0,184.2,114.0,,,,,
0.8440000000000001,5.96,28.0,188.4,159.0,,,,,
0.5870000000000001,0.0,39.0,180.7,106.0,,,,,
0.7170000000000001,3.56,26.0,189.8,136.0,,,,,
0.518,0.0,35.0,183.5,95.0,,,,,
0.748,4.02,26.0,189.8,142.0,,,,,
0.9390000000000001,7.88,37.0,182.1,171.0,,,,,
0.7240000000000001,3.66,25.0,190.5,138.0,,,,,
0.894,6.97,27.0,189.1,169.0,,,,,
0.575,0.0,29.0,187.7,108.0,,,,,
0.838,5.84,26.0,189.8,159.0,,,,,
0.836,5.8,39.0,180.7,151.0,,,,,
0.5529999999999999,0.0,39.0,180.7,100.0,,,,,
0.8420000000000001,5.92,29.0,187.7,158.0,,,,,
0.618,2.09,29.0,187.7,116.0,,,,,
0.532,0.0,34.0,184.2,98.0,,,,,
0.883,6.75,22.0,192.6,170.0,,,,,
0.9179999999999999,7.45,28.0,188.4,173.0,,,,,
0.722,3.63,24.0,191.2,138.0,,,,,
0.626,2.21,28.0,188.4,118.0,,,,,
0.706,3.39,26.0,189.8,134.0,,,,,
0.706,3.39,22.0,192.6,136.0,,,,,
0.93,7.7,36.0,182.8,170.0,,,,,
0.703,3.35,39.0,180.7,127.0,,,,,
0.508,0.0,27.0,189.1,96.0,,,,,
0.9540000000000001,8.4,26.0,189.8,181.0,,,,,
0.909,7.27,33.0,184.9,168.0,,,,,
0.93,7.7,30.0,187.0,174.0,,,,,
0.972,9.2,31.0,186.3,181.0,,,,,
0.528,0.0,21.0,193.3,102.0,,,,,
0.961,8.71,22.0,192.6,185.0,,,,,
0.5529999999999999,0.0,36.0,182.8,101.0,,,,,
0.525,0.0,28.0,188.4,99.0,,,,,
0.752,4.1,33.0,184.9,139.0,,,,,
0.988,9.91,34.0,184.2,182.0,,,,,
0.737,3.85,24.0,191.2,141.0,,,,,
0.599,0.0,37.0,182.1,109.0,,,,,
0.7190000000000001,3.59,23.0,191.9,138.0,,,,,
0.685,3.08,26.0,189.8,130.0,,,,,
0.6859999999999999,3.1,39.0,180.7,124.0,,,,,
0.62,2.12,30.0,187.0,116.0,,,,,
0.961,8.71,28.0,188.4,181.0,,,,,
0.9570000000000001,8.53,24.0,191.2,183.0,,,,,
0.8759999999999999,6.61,33.0,184.9,162.0,,,,,
0.53,0.0,33.0,184.9,98.0,,,,,
0.604,0.0,30.0,187.0,113.0,,,,,
0.894,6.97,24.0,191.2,171.0,,,,,
0.732,3.78,28.0,188.4,138.0,,,,,
0.521,0.0,31.0,186.3,97.0,,,,,
0.866,6.4,35.0,183.5,159.0,,,,,
0.774,4.55,26.0,189.8,147.0,,,,,
0.885,6.79,34.0,184.2,163.0,,,,,
0.6579999999999999,2.68,30.0,187.0,123.0,,,,,
0.81,5.27,29.0,187.7,152.0,,,,,
0.711,3.47,38.0,181.4,129.0,,,,,
0.8759999999999999,6.61,33.0,184.9,162.0,,,,,
0.966,8.93,34.0,184.2,178.0,,,,,
0.7759999999999999,4.59,23.0,191.9,149.0,,,,,
0.6970000000000001,3.26,39.0,180.7,126.0,,,,,
0.7859999999999999,4.79,28.0,188.4,148.0,,,,,
0.745,3.97,21.0,193.3,144.0,,,,,
0.845,5.98,30.0,187.0,158.0,,,,,
0.706,3.39,24.0,191.2,135.0,,,,,
0.7440000000000001,3.96,36.0,182.8,136.0,,,,,
0.6809999999999999,3.02,37.0,182.1,124.0,,,,,
0.986,9.82,29.0,187.7,185.0,,,,,
0.5920000000000001,0.0,27.0,189.1,112.0,,,,,
0.617,2.07,38.0,181.4,112.0,,,,,
0.917,7.43,26.0,189.8,174.0,,,,,
0.9590000000000001,8.62,20.0,194.0,186.0,,,,,
0.784,4.75,33.0,184.9,145.0,,,,,
0.9570000000000001,8.53,36.0,182.8,175.0,,,,,
0.8590000000000001,6.26,36.0,182.8,157.0,,,,,
0.845,5.98,30.0,187.0,158.0,,,,,
0.6809999999999999,3.02,37.0,182.1,124.0,,,,,
0.742,3.93,39.0,180.7,134.0,,,,,
0.685,3.08,28.0,188.4,129.0,,,,,
